student_id,first_name,last_name,graduation_year,major,dietary_restrictions,hometown,residence_hall,meal_plan,gpa,email
STU207,Phoenix,Porter,2024,Environmental Health,Vegetarian,"Center Line, MI",Morrison Tower,10 Meals,3.7,phoenix.porter@university.edu
STU208,Storm,Hunter,2027,Health Innovation,None,"Hazel Park, MI",Riverside Dorms,14 Meals,3.8,storm.hunter@university.edu
STU209,Ocean,Hicks,2025,Digital Medicine,Halal,"Madison Heights, MI",North Campus,Unlimited,3.5,ocean.hicks@university.edu
STU210,Reed,Crawford,2026,Bio-Wellness,None,"Royal Oak, MI",Sunset Village,14 Meals,3.6,reed.crawford@university.edu
STU211,Vale,Henry,2024,Green Health,Kosher,"Birmingham, MI",Thornton Hall,10 Meals,3.9,vale.henry@university.edu
STU212,Sage,Boyd,2027,Sustainable Wellness,Vegan,"Bloomfield Hills, MI",Morrison Tower,Unlimited,3.7,sage.boyd@university.edu
STU213,River,Mason,2025,Environmental Medicine,None,"Troy, MI",Riverside Dorms,14 Meals,3.4,river.mason@university.edu
STU214,Luna,Morales,2026,Health Technology,Gluten-Free,"Rochester, MI",North Campus,Unlimited,3.8,luna.morales@university.edu
STU215,Atlas,Mendoza,2024,Digital Health,Lactose Intolerant,"Rochester Hills, MI",Sunset Village,10 Meals,3.6,atlas.mendoza@university.edu
STU216,Phoenix,Bowman,2027,Bio-Innovation,None,"Auburn Hills, MI",Thornton Hall,14 Meals,3.9,phoenix.bowman@university.edu
STU217,Storm,Hansen,2025,Green Technology,Vegetarian,"Pontiac, MI",Morrison Tower,Unlimited,3.5,storm.hansen@university.edu
STU218,Ocean,Knight,2026,Sustainable Technology,None,"Lake Angelus, MI",Riverside Dorms,14 Meals,3.7,ocean.knight@university.edu
STU219,Reed,Valdez,2024,Environmental Technology,Halal,"Waterford, MI",North Campus,10 Meals,3.8,reed.valdez@university.edu
STU220,Vale,Holland,2027,Health Technology,None,"White Lake, MI",Sunset Village,Unlimited,3.6,vale.holland@university.edu
STU221,Sage,Gilbert,2025,Digital Innovation,Kosher,"Highland, MI",Thornton Hall,14 Meals,3.9,sage.gilbert@university.edu
STU222,River,Fleming,2026,Bio-Technology,Vegan,"Milford, MI",Morrison Tower,Unlimited,3.4,river.fleming@university.edu
STU223,Luna,Mann,2024,Green Innovation,None,"South Lyon, MI",Riverside Dorms,10 Meals,3.7,luna.mann@university.edu
STU224,Atlas,Washington,2027,Sustainable Innovation,Gluten-Free,"Lyon Township, MI",North Campus,14 Meals,3.8,atlas.washington@university.edu
STU225,Phoenix,Garrett,2025,Environmental Innovation,Lactose Intolerant,"New Hudson, MI",Sunset Village,Unlimited,3.5,phoenix.garrett@university.edu
STU226,Storm,Bradley,2026,Health Innovation,None,"Wixom, MI",Thornton Hall,14 Meals,3.6,storm.bradley@university.edu
STU227,Ocean,Burke,2024,Digital Technology,Vegetarian,"Commerce Township, MI",Morrison Tower,10 Meals,3.9,ocean.burke@university.edu
STU228,Reed,Dixon,2027,Bio-Innovation,None,"Walled Lake, MI",Riverside Dorms,Unlimited,3.7,reed.dixon@university.edu
STU229,Vale,Hoffman,2025,Green Technology,Halal,"Wolverine Lake, MI",North Campus,14 Meals,3.4,vale.hoffman@university.edu
STU230,Sage,Gray,2026,Sustainable Technology,None,"Union Lake, MI",Sunset Village,Unlimited,3.8,sage.gray@university.edu
STU231,River,Duncan,2024,Environmental Technology,Kosher,"Keego Harbor, MI",Thornton Hall,10 Meals,3.6,river.duncan@university.edu
STU232,Luna,Brady,2027,Health Technology,Vegan,"Orchard Lake, MI",Morrison Tower,14 Meals,3.9,luna.brady@university.edu
STU233,Atlas,Gregory,2025,Digital Innovation,None,"Sylvan Lake, MI",Riverside Dorms,Unlimited,3.5,atlas.gregory@university.edu
STU234,Phoenix,Reid,2026,Bio-Technology,Gluten-Free,"Lathrup Village, MI",North Campus,14 Meals,3.7,phoenix.reid@university.edu
STU235,Storm,Warren,2024,Green Innovation,Lactose Intolerant,"Southfield, MI",Sunset Village,10 Meals,3.8,storm.warren@university.edu
STU236,Ocean,Stanley,2027,Sustainable Innovation,None,"Oak Park, MI",Thornton Hall,Unlimited,3.6,ocean.stanley@university.edu
STU237,Reed,Hopkins,2025,Environmental Innovation,Vegetarian,"Ferndale, MI",Morrison Tower,14 Meals,3.9,reed.hopkins@university.edu
STU238,Vale,Rice,2026,Health Innovation,None,"Pleasant Ridge, MI",Riverside Dorms,Unlimited,3.4,vale.rice@university.edu
STU239,Sage,Palmer,2024,Digital Technology,Halal,"Huntington Woods, MI",North Campus,10 Meals,3.7,sage.palmer@university.edu
STU240,River,Curtis,2027,Bio-Innovation,None,"Berkley, MI",Sunset Village,14 Meals,3.8,river.curtis@university.edu
STU241,Riley,Martinez,2026,Business Administration,None,"Jacksonville, FL",Riverside Dorms,14 Meals,3.5,riley.martinez@university.edu
STU242,Mia,Clark,2025,Film Studies,Halal,"Fort Worth, TX",Riverside Dorms,Unlimited,3.1,mia.clark@university.edu
STU243,David,Nguyen,2026,Graphic Design,Vegan,"Chicago, IL",Sunset Village,14 Meals,2.6,david.nguyen@university.edu
STU244,Aria,Robinson,2024,Computer Science,Vegan,"Colorado Springs, CO",Morrison Tower,Unlimited,3.7,aria.robinson@university.edu
STU245,Maya,Torres,2026,Journalism,Vegan,"Chicago, IL",Sunset Village,14 Meals,2.8,maya.torres@university.edu
STU246,Sebastian,Young,2027,Physics,Lactose Intolerant,"Denver, CO",Thornton Hall,10 Meals,3.3,sebastian.young@university.edu
STU247,Olivia,Lopez,2025,Psychology,Vegetarian,"San Francisco, CA",North Campus,Unlimited,3.6,olivia.lopez@university.edu
STU248,Lucas,Rodriguez,2024,Engineering,None,"Houston, TX",Morrison Tower,14 Meals,3.9,lucas.rodriguez@university.edu
STU249,Emma,Garcia,2026,Biology,Gluten-Free,"Phoenix, AZ",Sunset Village,10 Meals,3.4,emma.garcia@university.edu
STU250,Noah,Hernandez,2027,Mathematics,None,"Los Angeles, CA",Riverside Dorms,Unlimited,3.2,noah.hernandez@university.edu
STU251,Luke,Robinson,2024,Civil Engineering,Lactose Intolerant,"Philadelphia, PA",Sunset Village,14 Meals,3.1,luke.robinson@university.edu
STU252,Evelyn,Baker,2026,Anthropology,Kosher,"Columbus, OH",Morrison Tower,Unlimited,3.2,evelyn.baker@university.edu
STU253,Henry,Davis,2026,Journalism,Gluten-Free,"Jacksonville, FL",North Campus,Unlimited,3.2,henry.davis@university.edu
STU254,Aria,Wilson,2027,Theater Arts,None,"San Francisco, CA",Sunset Village,10 Meals,3.8,aria.wilson@university.edu
STU255,Owen,Martinez,2025,Computer Science,Vegan,"Austin, TX",Thornton Hall,Unlimited,2.9,owen.martinez@university.edu
STU256,Lily,Anderson,2024,Biology,None,"Denver, CO",Morrison Tower,14 Meals,3.5,lily.anderson@university.edu
STU257,Jackson,Thomas,2026,Psychology,Halal,"Houston, TX",North Campus,10 Meals,3.7,jackson.thomas@university.edu
STU258,Mia,Taylor,2027,Engineering,Vegetarian,"Phoenix, AZ",Riverside Dorms,Unlimited,3.3,mia.taylor@university.edu
STU259,Alexander,Moore,2025,Business Administration,None,"Chicago, IL",Sunset Village,14 Meals,3.6,alexander.moore@university.edu
STU260,Emma,Jackson,2024,English Literature,Gluten-Free,"Los Angeles, CA",Thornton Hall,10 Meals,3.1,emma.jackson@university.edu
