student_id,first_name,last_name,graduation_year,major,dietary_restrictions,hometown,residence_hall,meal_plan,gpa,email
STU455,Delphinus,Dolphin,2024,Playful Dolphin,Vegan,"HET, TX",Dolphin Commons,14 Meals,3.8,delphinus.dolphin@university.edu
STU456,Equuleus,Foal,2027,Little Horse,None,"LBT, AZ",Little Horse Hall,10 Meals,3.5,equuleus.foal@university.edu
STU457,Sagitta,Arrow,2025,Cupid's Arrow,Gluten-Free,"Apache Point, NM",Arrow Commons,Flex Plan,3.6,sagitta.arrow@university.edu
STU458,Vulpecula,Fox,2026,Clever Fox,Lactose Intolerant,"McDonald, TX",Fox Hall,14 Meals,3.9,vulpecula.fox@university.edu
STU459,Canes,Venatici,2024,Hunting Dogs,Kosher,"Lowell, AZ",Hunting Commons,Unlimited,3.7,canes.venatici@university.edu
STU460,Coma,Berenices,2027,Berenice's Hair,Halal,"Lick, CA",Hair Hall,10 Meals,3.4,coma.berenices@university.edu
STU461,Leo,Minor,2025,Little Lion,None,"Palomar, CA",Little Lion Commons,14 Meals,3.8,leo.minor@university.edu
STU462,Triangulum,Australe,2026,Southern Triangle,Vegetarian,"Wilson, CA",Southern Triangle Hall,Flex Plan,3.5,triangulum.australe@university.edu
STU463,Corona,Austrina,2024,Southern Crown,Vegan,"Yerkes, WI",Southern Crown Commons,Unlimited,3.6,corona.austrina@university.edu
STU464,Telescopium,Telescope,2027,Stargazer's Tool,None,"Mount Wilson, CA",Telescope Hall,14 Meals,3.9,telescopium.telescope@university.edu
STU465,Microscopium,Microscope,2025,Tiny Explorer,Gluten-Free,"Palomar, CA",Microscope Commons,10 Meals,3.7,microscopium.microscope@university.edu
STU466,Octans,Octant,2026,Southern Navigation,Lactose Intolerant,"Lick, CA",Octant Hall,Flex Plan,3.4,octans.octant@university.edu
STU467,Apus,Bird,2024,Paradise Bird,Kosher,"Keck, HI",Paradise Commons,14 Meals,3.8,apus.bird@university.edu
STU468,Chamaeleon,Chameleon,2027,Color Changer,Halal,"Subaru, HI",Chameleon Hall,Unlimited,3.5,chamaeleon.chameleon@university.edu
STU469,Musca,Fly,2025,Southern Fly,None,"CFHT, HI",Fly Commons,10 Meals,3.6,musca.fly@university.edu
STU470,Crux,Cross,2026,Southern Cross,Vegetarian,"Gemini North, HI",Southern Cross Hall,14 Meals,3.9,crux.cross@university.edu
STU471,Norma,Square,2024,Carpenter's Square,Vegan,"IRTF, HI",Square Commons,Flex Plan,3.7,norma.square@university.edu
STU472,Circinus,Compass,2027,Drafting Compass,None,"MMT, AZ",Drafting Hall,Unlimited,3.4,circinus.compass@university.edu
STU473,Mensa,Table,2025,Table Mountain,Gluten-Free,"WIYN, AZ",Mountain Table Commons,14 Meals,3.8,mensa.table@university.edu
STU474,Volans,Fish,2026,Flying Fish,Lactose Intolerant,"HET, TX",Flying Commons,10 Meals,3.5,volans.fish@university.edu
STU475,Hydrus,Water,2024,Water Snake,Kosher,"LBT, AZ",Water Snake Hall,Flex Plan,3.6,hydrus.water@university.edu
STU476,Tucana,Southern,2027,Southern Toucan,Halal,"Apache Point, NM",Southern Toucan Commons,14 Meals,3.9,tucana.southern@university.edu
STU477,Indus,River,2025,Southern River,None,"McDonald, TX",Southern River Hall,Unlimited,3.7,indus.river@university.edu
STU478,Pavo,Southern,2026,Southern Peacock,Vegetarian,"Lowell, AZ",Southern Peacock Commons,10 Meals,3.4,pavo.southern@university.edu
STU479,Octans,Southern,2024,Southern Octant,Vegan,"Lick, CA",Southern Octant Hall,14 Meals,3.8,octans.southern@university.edu
STU480,Grus,Southern,2027,Southern Crane,None,"Palomar, CA",Southern Crane Commons,Flex Plan,3.5,grus.southern@university.edu
STU481,Phoenix,Southern,2025,Southern Phoenix,Gluten-Free,"Wilson, CA",Southern Phoenix Hall,Unlimited,3.6,phoenix.southern@university.edu
STU482,Sculptor,Southern,2026,Southern Sculptor,Lactose Intolerant,"Yerkes, WI",Southern Sculptor Commons,14 Meals,3.9,sculptor.southern@university.edu
STU483,Fornax,Southern,2024,Southern Furnace,Kosher,"Mount Wilson, CA",Southern Furnace Hall,10 Meals,3.7,fornax.southern@university.edu
STU484,Eridanus,Southern,2027,Southern River,Halal,"Palomar, CA",Southern River Commons,Flex Plan,3.4,eridanus.southern@university.edu
STU485,Horologium,Southern,2025,Southern Clock,None,"Lick, CA",Southern Clock Hall,14 Meals,3.8,horologium.southern@university.edu
STU486,Reticulum,Southern,2026,Southern Net,Vegetarian,"Keck, HI",Southern Net Commons,Unlimited,3.5,reticulum.southern@university.edu
STU487,Dorado,Southern,2024,Southern Swordfish,Vegan,"Subaru, HI",Southern Swordfish Hall,10 Meals,3.6,dorado.southern@university.edu
STU488,Pictor,Southern,2027,Southern Easel,None,"CFHT, HI",Southern Easel Commons,14 Meals,3.9,pictor.southern@university.edu
STU489,Caelum,Southern,2025,Southern Chisel,Gluten-Free,"Gemini North, HI",Southern Chisel Hall,Flex Plan,3.7,caelum.southern@university.edu
STU490,Columba,Southern,2026,Southern Dove,Lactose Intolerant,"IRTF, HI",Southern Dove Commons,Unlimited,3.4,columba.southern@university.edu
STU491,Lepus,Southern,2024,Southern Hare,Kosher,"MMT, AZ",Southern Hare Hall,14 Meals,3.8,lepus.southern@university.edu
STU492,Puppis,Southern,2027,Southern Stern,Halal,"WIYN, AZ",Southern Stern Commons,10 Meals,3.5,puppis.southern@university.edu
STU493,Vela,Southern,2025,Southern Sails,None,"HET, TX",Southern Sails Hall,Flex Plan,3.6,vela.southern@university.edu
STU494,Carina,Southern,2026,Southern Keel,Vegetarian,"LBT, AZ",Southern Keel Commons,14 Meals,3.9,carina.southern@university.edu
STU495,Volans,Southern,2024,Southern Flying,Vegan,"Apache Point, NM",Southern Flying Hall,Unlimited,3.7,volans.southern@university.edu
STU496,Antlia,Southern,2027,Southern Pump,None,"McDonald, TX",Southern Pump Commons,10 Meals,3.4,antlia.southern@university.edu
STU497,Pyxis,Southern,2025,Southern Compass,Gluten-Free,"Lowell, AZ",Southern Compass Hall,14 Meals,3.8,pyxis.southern@university.edu
STU498,Sextans,Southern,2026,Southern Sextant,Lactose Intolerant,"Lick, CA",Southern Sextant Commons,Flex Plan,3.5,sextans.southern@university.edu
STU499,Crater,Southern,2024,Southern Cup,Kosher,"Palomar, CA",Southern Cup Hall,Unlimited,3.6,crater.southern@university.edu
STU500,Corvus,Southern,2027,Southern Crow,Halal,"Wilson, CA",Southern Crow Commons,14 Meals,3.9,corvus.southern@university.edu
STU501,Hydra,Southern,2025,Southern Snake,None,"Yerkes, WI",Southern Snake Hall,10 Meals,3.7,hydra.southern@university.edu
STU502,Monoceros,Southern,2026,Southern Unicorn,Vegetarian,"Mount Wilson, CA",Southern Unicorn Commons,Flex Plan,3.4,monoceros.southern@university.edu
STU503,Canis,Southern,2024,Southern Dog,Vegan,"Palomar, CA",Southern Dog Hall,14 Meals,3.8,canis.southern@university.edu
STU504,Orion,Southern,2027,Southern Hunter,None,"Lick, CA",Southern Hunter Commons,Unlimited,3.5,orion.southern@university.edu
STU505,Eridanus,Flow,2025,River Flow,Gluten-Free,"Keck, HI",River Flow Hall,10 Meals,3.6,eridanus.flow@university.edu
STU506,Cetus,Ocean,2026,Ocean Monster,Lactose Intolerant,"Subaru, HI",Ocean Monster Commons,14 Meals,3.9,cetus.ocean@university.edu
STU507,Sculptor,Cosmic,2024,Cosmic Artist,Kosher,"CFHT, HI",Cosmic Artist Hall,Flex Plan,3.7,sculptor.cosmic@university.edu
STU508,Fornax,Stellar,2027,Stellar Furnace,Halal,"Gemini North, HI",Stellar Furnace Commons,Unlimited,3.4,fornax.stellar@university.edu
STU509,Phoenix,Cosmic,2025,Cosmic Firebird,None,"IRTF, HI",Cosmic Firebird Hall,14 Meals,3.8,phoenix.cosmic@university.edu
STU510,Grus,Stellar,2026,Stellar Crane,Vegetarian,"MMT, AZ",Stellar Crane Commons,10 Meals,3.5,grus.stellar@university.edu
